date,close
2023-03-07,22198.48
2023-03-08,21698.37
2023-03-09,20367.01
2023-03-10,20230.08
2023-03-11,20620.54
2023-03-12,22219.08
2023-03-13,24220
2023-03-14,24762.65
2023-03-15,24377.16
2023-03-16,25051.85
2023-03-17,27453.62
2023-03-18,26980.35
2023-03-19,28054.46
2023-03-20,27823.32
2023-03-21,28207.33
2023-03-22,27325.15
2023-03-23,28352.94
2023-03-24,27489.24
2023-03-25,27488.18
2023-03-26,27992.9
2023-03-27,27142.87
2023-03-28,27274.15
2023-03-29,28359.54
2023-03-30,28035.48
2023-03-31,28474.4
2023-04-01,28471.46
2023-04-02,28188.34
2023-04-03,27811.77
2023-04-04,28179.64
2023-04-05,28175.37
2023-04-06,28053.46
2023-04-07,27931.94
2023-04-08,27958.81
2023-04-09,28340.99
2023-04-10,29660.41
2023-04-11,30227.19
2023-04-12,29912.2
2023-04-13,30406.78
2023-04-14,30492.92
2023-04-15,30324.11
2023-04-16,30326.09
2023-04-17,29449.91
2023-04-18,30393.4
2023-04-19,28809.72
2023-04-20,28248.18
2023-04-21,27253.85
2023-04-22,27821.41
2023-04-23,27592.98
2023-04-24,27515.05
2023-04-25,28304.42
2023-04-26,28426.08
2023-04-27,29483.72
2023-04-28,29338.63
2023-04-29,29249.35
2023-04-30,29247.14
2023-05-01,28077.27
2023-05-02,28684.4
2023-05-03,29038.75
2023-05-04,28857.23
2023-05-05,29536.76
2023-05-06,28902.66
2023-05-07,28474.53
2023-05-08,27695.06
2023-05-09,27647.29
2023-05-10,27624.01
2023-05-11,26986.56
2023-05-12,26808.84
2023-05-13,26789.48
2023-05-14,26929.98
2023-05-15,27171.13
2023-05-16,27037.68
2023-05-17,27407.77
2023-05-18,26820.49
2023-05-19,26890.27
2023-05-20,27113.61
2023-05-21,26752.65
2023-05-22,26854.73
2023-05-23,27223.22
2023-05-24,26321.4
2023-05-25,26479.06
2023-05-26,26714.86
2023-05-27,26867.99
2023-05-28,28070.04
2023-05-29,27744.82
2023-05-30,27700.15
2023-05-31,27223.08
2023-06-01,26828.42
2023-06-02,27250.69
2023-06-03,27077.6
2023-06-04,27122.04
2023-06-05,25741.5
2023-06-06,27243.63
2023-06-07,26346.41
2023-06-08,26508.32
2023-06-09,26482.81
2023-06-10,25856.1
2023-06-11,25937.02
2023-06-12,25905.82
2023-06-13,25930.23
2023-06-14,25123.34
2023-06-15,25569.99
2023-06-16,26329.6
2023-06-17,26506.56
2023-06-18,26336.46
2023-06-19,26837.78
2023-06-20,28320.43
2023-06-21,29995.08
2023-06-22,29886.31
2023-06-23,30707.61
2023-06-24,30547.18
2023-06-25,30480.24
2023-06-26,30272.18
2023-06-27,30697.38
2023-06-28,30074.94
2023-06-29,30446.47
2023-06-30,30466.72
2023-07-01,30587.21
2023-07-02,30613.51
2023-07-03,31161.8
2023-07-04,30771.25
2023-07-05,30499.27
2023-07-06,29899.38
2023-07-07,30352.08
2023-07-08,30291.69
2023-07-09,30168.38
2023-07-10,30419.89
2023-07-11,30626.55
2023-07-12,30381.81
2023-07-13,31471.83
2023-07-14,30330.52
2023-07-15,30301.65
2023-07-16,30247.64
2023-07-17,30143.08
2023-07-18,29861.93
2023-07-19,29916.72
2023-07-20,29809.13
2023-07-21,29907.98
2023-07-22,29795.03
2023-07-23,30081.61
2023-07-24,29176.98
2023-07-25,29225.14
2023-07-26,29353.23
2023-07-27,29214.92
2023-07-28,29316.15
2023-07-29,29355.71
2023-07-30,29281.39
2023-07-31,29230.67
2023-08-01,29697.27
2023-08-02,29164.22
2023-08-03,29174.18
2023-08-04,29076.48
2023-08-05,29047.12
2023-08-06,29040.01
2023-08-07,29179.21
2023-08-08,29770.01
2023-08-09,29562.76
2023-08-10,29424.03
2023-08-11,29400.45
2023-08-12,29416.96
2023-08-13,29275.94
2023-08-14,29405.49
2023-08-15,29170.14
2023-08-16,28700.51
2023-08-17,26627.57
2023-08-18,26048.89
2023-08-19,26096.42
2023-08-20,26189.14
2023-08-21,26125.18
2023-08-22,26042.11
2023-08-23,26427.54
2023-08-24,26163.49
2023-08-25,26049.39
2023-08-26,26009.61
2023-08-27,26091.16
2023-08-28,26101.04
2023-08-29,27717.98
2023-08-30,27306.06
2023-08-31,25932.45
2023-09-01,25794.88
2023-09-02,25867.83
2023-09-03,25969.83
2023-09-04,25816.13
2023-09-05,25783.91
2023-09-06,25747.63
2023-09-07,26276.3
2023-09-08,25906.34
2023-09-09,25897.82
2023-09-10,25831.76
2023-09-11,25152.14
2023-09-12,25840.61
2023-09-13,26226.65
2023-09-14,26532.76
2023-09-15,26602.42
2023-09-16,26569.69
2023-09-17,26530.95
2023-09-18,26764.49
2023-09-19,27216.13
2023-09-20,27123.94
2023-09-21,26564.54
2023-09-22,26578.4
2023-09-23,26579.6
2023-09-24,26250.24
2023-09-25,26296.08
2023-09-26,26208.44
2023-09-27,26357.62
2023-09-28,27027.14
2023-09-29,26907
2023-09-30,26961
2023-10-01,27995.46
2023-10-02,27504.04
2023-10-03,27428.96
2023-10-04,27786.75
2023-10-05,27412.96
2023-10-06,27945.17
2023-10-07,27976.43
2023-10-08,27933.55
2023-10-09,27596.67
2023-10-10,27393.29
2023-10-11,26869.19
2023-10-12,26750.51
2023-10-13,26863.53
2023-10-14,26851.71
2023-10-15,27186.13
2023-10-16,28520.24
2023-10-17,28408.83
2023-10-18,28326.51
2023-10-19,28735.34
2023-10-20,29684.73
2023-10-21,29924.84
2023-10-22,30004.15
2023-10-23,33087.58
2023-10-24,33922.52
2023-10-25,34506.35
2023-10-26,34154.71
2023-10-27,33906.09
2023-10-28,34085.42
2023-10-29,34534.48
2023-10-30,34493.79
2023-10-31,34656.4
2023-11-01,35440.1
2023-11-02,34950
2023-11-03,34731.27
2023-11-04,35087.01
2023-11-05,35035.42
2023-11-06,35059.46
2023-11-07,35416.28
2023-11-08,35639.13
2023-11-09,36706.59
2023-11-10,37324.83
2023-11-11,37139.12
2023-11-12,37086.03
2023-11-13,36475.67
2023-11-14,35554.09
2023-11-15,37885.35
2023-11-16,36161.15
2023-11-17,36630.38
2023-11-18,36594.89
2023-11-19,37391.19
2023-11-20,37475.64
2023-11-21,35751.89
2023-11-22,37424.31
2023-11-23,37304.05
2023-11-24,37745.84
2023-11-25,37805.99
2023-11-26,37462.79
2023-11-27,37241.63
2023-11-28,37838.26
2023-11-29,37863.84
2023-11-30,37732.27
2023-12-01,38703.54
2023-12-02,39478.95
2023-12-03,39984.81
2023-12-04,41987.24
2023-12-05,44084.39
2023-12-06,43764.05
2023-12-07,43280.95
2023-12-08,44192.87
2023-12-09,43723.25
2023-12-10,43793.68
2023-12-11,41229.61
2023-12-12,41477.39
2023-12-13,42885.54
2023-12-14,43027.77
2023-12-15,41933.89
2023-12-16,42237.29
2023-12-17,41349.59
2023-12-18,42650.01
2023-12-19,42266.22
2023-12-20,43674.77
2023-12-21,43875.32
2023-12-22,44013.73
2023-12-23,43726.35
2023-12-24,43025.03
2023-12-25,43589.67
2023-12-26,42515.53
2023-12-27,43474.4
2023-12-28,42581.23
2023-12-29,42063.45
2023-12-30,42141.03
2023-12-31,42288.06
